price_paid,deed_date
227500,2002-05-31
635000,2022-10-07
278000,2010-01-21
138500,2001-03-27
77000,1996-12-20
269995,2006-06-30
215000,2003-05-02
575000,2023-01-26
190000,2002-11-08
300000,2006-01-16
75000,1998-03-06
320000,2019-01-04
440000,2016-03-29
250000,2006-08-07
87000,1997-09-25
235000,2004-05-27
440000,2015-09-18
600000,2016-11-23
349500,2007-01-08
142000,1998-10-22
250000,2008-05-22
197000,2005-02-25
276000,2014-08-11
83000,1999-08-09
70000,1996-05-03
392500,2017-02-16
280000,2012-08-24
148000,2001-06-19
68000,1995-09-20
45000,1995-06-02
309000,2015-04-23
77000,1997-11-26
98000,1999-12-21
152000,2002-05-30
381000,2020-11-05
325000,2020-09-08
120000,2000-06-30
285000,2014-02-21
244000,2002-06-28
229995,2013-03-22
680000,2021-11-26
235000,2012-03-12
330000,2005-05-05
250000,2013-03-22
130000,2000-11-08
89995,1996-12-13
110000,2007-09-11
415000,2021-01-14
235000,2006-09-15
211000,2004-06-11
465000,2020-12-21
250000,2006-09-15
60000,1995-07-31
155500,1996-12-20
325000,2007-12-12
360000,2004-11-25
120000,1998-09-18
214000,2001-02-14
260000,2002-08-09
168000,2000-09-29
146000,1999-07-09
315000,2008-07-31
280000,2010-11-26
650000,2021-06-21
265000,2005-08-26
272000,2004-05-14
455000,2015-11-02
147500,2002-02-01
237000,2002-06-28
282000,2004-07-13
249995,2002-08-16
125000,1999-05-21
90000,1996-11-27
570000,2019-08-30
350000,2006-06-09
600000,2018-02-02
530000,2016-06-10
408000,2013-12-03
200000,2003-04-25
347500,2012-10-08
599950,2021-04-09
411000,2010-06-02
365000,2005-01-14
307500,2005-11-29
152995,1998-07-31
320000,2010-10-22
190000,2000-11-30
623000,2017-09-14
420000,2015-07-24
166500,1998-12-16
81000,1995-09-15
372000,2008-01-03
295000,2006-01-27
152000,1999-06-24
525000,2019-11-12
325000,2006-08-07
114000,1996-07-12
300000,2008-03-11
508500,2017-08-11
387500,2011-02-03
573000,2021-12-22
659500,2020-11-06
575000,2021-06-30
657500,2021-10-26
370000,2010-04-12
280000,2002-02-19
538000,2021-09-30
263000,2003-09-30
125000,1997-09-19
93000,1996-03-29
425000,2013-03-08
675000,2019-12-09
379995,2013-03-28
550000,2015-11-13
172000,1999-05-28
524000,2016-10-05
227500,2002-08-06
682286,2022-08-05
320000,2007-03-28
480000,2016-02-11
177995,1999-12-17
131995,1998-06-30
102500,1996-06-21
250000,2001-03-21
432500,2013-09-25
720000,2018-09-17
316609,2017-11-16
510000,2014-09-25
765000,2021-11-29
440000,2014-03-12
505000,2017-12-11
483000,2007-04-27
735000,2022-12-01
490000,2015-02-02
265500,2002-03-07
140000,1996-02-29
169995,2001-07-26
485000,2016-03-01
330000,2009-08-25
597500,2017-09-08
705000,2020-11-19
790000,2022-11-01
355000,2002-10-09
285000,2003-09-12
305000,2005-10-28
530000,2019-09-09
210000,2004-11-23
230000,2004-09-10
282500,2014-01-31
202000,2005-11-17
250000,2010-01-27
96000,1998-05-01
362500,2001-04-24
195000,1997-01-15
147495,1999-08-23
442500,2016-09-26
285000,2013-12-06
270000,2007-08-20
640000,2019-12-12
381650,2007-03-01
587500,2015-12-04
420000,2007-09-04
150000,1998-07-23
120500,1995-01-26
390000,2007-07-26
318000,2003-09-26
120000,1997-03-14
377500,2006-07-20
310000,2009-03-06
395000,2007-03-02
227250,2000-11-17
91500,1996-07-31
102500,1995-07-21
142000,1998-05-21
600000,2021-05-21
120000,1999-07-02
495000,2020-12-14
335000,2012-11-14
275000,2010-01-08
600000,2018-03-19
640000,2018-09-07
195000,2000-08-31
197000,2003-02-28
525000,2018-08-24
94000,1996-10-28
309000,2012-05-04
270000,2005-03-31
865000,2023-05-24
229995,2002-03-15
705000,2021-02-22
495000,2015-06-10
138000,1999-02-10
120000,1998-04-02
640000,2021-10-29
295000,2008-01-08
310000,2015-02-27
285000,2007-05-02
410000,2020-01-10
290000,2008-06-02
125000,1999-11-15
330000,2015-03-13
240000,2007-01-19
475000,2020-11-06
434000,2017-06-30
410000,2019-03-29
395000,2019-08-13
245000,2004-06-23
440000,2019-01-15
250000,2014-02-20
262500,2014-01-10
220000,2013-11-15
102000,1998-11-06
84000,1997-02-21
500000,2018-01-25
296000,2014-03-14
230000,2013-12-03
80000,1995-02-21
412000,2019-06-04
250000,2007-04-11
450000,2021-03-29
229000,2006-11-20
462000,2020-08-28
248500,2010-03-24
305000,2007-05-25
85000,1996-12-04
241000,2003-04-16
79000,1997-03-07
140000,2000-09-15
265000,2013-12-06
195000,2003-11-21
320000,2010-06-15
600000,2022-12-13
360000,2012-09-25
349995,2010-01-29
145500,1999-12-03
159995,1999-09-02
340000,2009-07-30
249995,2002-04-29
218750,2000-08-14
245000,2002-03-15
358000,2012-12-12
337000,2003-05-07
565000,2021-11-18
497000,2017-05-22
325000,2007-10-09
450000,2011-02-03
442000,2006-12-14
238500,2003-07-18
745000,2021-10-28
334000,2007-06-25
84000,1997-04-25
124000,1997-12-17
87000,1996-05-28
300000,2007-05-09
295000,2010-06-25
173500,1995-03-30
250000,2002-09-19
57500,2000-04-25
320000,2004-11-05
130000,2000-05-04
81000,1995-02-24
492000,2021-03-25
197500,2002-01-10
490000,2016-07-26
114500,1999-11-12
395000,2015-09-04
152000,2000-09-15
347000,2010-06-17
178000,2000-12-06
520000,2016-07-01
150000,2008-10-21
376000,2015-06-23
186000,2001-09-03
525000,2020-10-02
280000,2005-07-28
290000,2008-11-11
250000,2005-08-18
490000,2017-08-17
295000,2007-01-22
465000,2018-03-09
595000,2018-12-19
118000,1995-06-30
455000,2020-03-06
158000,2002-03-01
250000,2010-05-21
152000,2000-11-29
440000,2019-03-29
320000,2008-08-22
323500,2013-11-27
82500,1996-05-24
225000,2002-10-18
212000,2002-07-26
250000,2006-10-16
413000,2016-02-25
245000,2005-11-30
367000,2015-09-14
275000,2006-06-09
104750,1998-03-02
113000,1999-08-27
280000,2007-03-03
189000,2002-02-01
95450,1997-07-11
665000,2023-08-11
250000,2009-06-12
84750,1995-04-21
269000,2007-06-07
620000,2021-11-26
515000,2016-12-02
315000,2008-03-28
250000,2006-05-26
500000,2019-08-08
300000,2011-06-17
320000,2013-10-21
335000,2013-07-18
470000,2015-04-17
204000,2002-10-10
282000,2005-06-20
243500,2005-03-02
525000,2013-12-06
250000,2005-02-04
425000,2018-05-15
570000,2022-04-13
232000,2004-06-25
465000,2017-01-09
335000,2014-02-21
124000,1998-02-11
575000,2018-10-26
150000,2007-06-29
360000,2007-12-05
562000,2019-12-17
191000,1999-11-16
235000,2008-09-29
245000,2010-03-12
289995,2003-03-25
292000,2003-11-07
120000,1998-06-01
310000,2011-07-29
140000,1998-10-28
495000,2018-05-23
385000,2008-07-22
210000,2002-02-28
347000,2009-08-28
282000,2002-07-09
249500,2004-10-28
287500,2004-09-24
147000,1999-04-14
249500,2004-07-27
233000,2003-09-19
206500,2002-04-09
495000,2020-12-18
247000,2002-07-22
450000,2020-12-02
210000,2002-06-06
300000,2011-01-21
250000,2004-12-03
97000,1997-02-28
435000,2017-11-01
275000,2007-02-15
329995,2013-03-26
86000,1996-08-19
527000,2020-07-10
485000,2017-01-05
325000,2003-05-28
123500,1997-05-30
345000,2007-05-11
295000,2004-10-14
206000,2003-12-15
350000,2013-12-13
475000,2010-02-18
282500,1999-09-13
140000,2000-10-25
515000,2019-03-20
90000,1996-08-16
50000,1996-03-27
258000,2006-10-02
130000,2000-03-31
93000,1998-04-03
80000,1995-10-02
390000,2013-08-12
92500,1997-08-28
450000,2016-10-28
227500,2003-08-08
94500,1998-09-30
220000,2003-03-21
91000,1997-12-08
457000,2020-07-14
265000,2007-08-03
129995,2002-01-04
319950,2013-12-05
60000,1995-12-20
210000,2009-09-10
425000,2018-09-07
230000,2006-03-03
365000,2021-03-09
233000,2010-12-10
415000,2016-04-25
425000,2020-02-03
475000,2021-03-05
243000,2006-03-17
66000,1996-03-15
250000,2009-06-15
220000,2008-04-25
212000,2008-01-28
400000,2019-09-06
217000,2006-07-03
172500,2002-08-09
263000,2008-02-22
225000,2005-07-05
80000,1997-09-15
95500,1999-05-13
54000,1998-07-21
180000,2011-03-14
406000,2019-01-18
249000,2011-06-21
297000,2013-08-22
87250,1997-01-29
405000,2022-04-08
370000,2018-06-01
343000,2016-03-31
180000,2002-04-05
86300,1996-10-29
73000,1996-10-25
248000,2012-11-30
162000,2001-11-02
278000,2009-12-10
308000,2007-10-16
141000,2000-11-24
245000,2012-11-16
393000,2017-10-16
502500,2021-06-25
247000,2010-05-21
350000,2015-02-06
375000,2015-01-23
70000,1997-03-14
62500,1995-03-31
440000,2018-07-13
250000,2011-04-11
240000,2006-03-23
495000,2022-06-24
415000,2019-03-14
178000,2002-01-10
340000,2015-11-13
149000,2001-09-18
62000,1995-09-08
90000,1996-08-31
100000,1995-07-05
250000,2005-09-30
250000,2005-09-30
250000,2005-09-30
250000,2005-09-30
250000,2005-09-30
250000,2005-09-30
230000,2007-03-29
250000,2007-02-22
110000,2001-05-26
75000,1996-04-22
400000,2014-04-04
350000,2015-01-30
224950,2006-01-27
249000,2010-12-10
145000,2002-04-15
67500,1995-07-24
425000,2017-03-14
234000,2007-12-20
95000,1995-06-22
125995,2001-07-12
81000,1999-06-25
56000,1995-10-13
325000,2015-04-30
214995,2006-01-27
366400,2016-10-24
250000,2010-09-19
219000,2008-09-01
232500,2012-03-22
147000,2001-07-20
114000,1999-12-01
405000,2016-08-23
510000,2023-08-11
67000,1996-12-18
425000,2021-08-05
264995,2007-10-31
218000,2004-11-01
120000,2000-08-16
84000,1996-03-28
225000,2009-11-12
426000,2021-04-30
117500,2000-05-22
138000,2001-11-02
72000,1995-01-06
415000,2019-11-04
334000,2015-01-14
225000,2011-12-16
68500,1995-07-27
167000,2000-09-07
225000,2002-12-20
135500,2001-02-16
385000,2018-12-10
238750,2004-09-20
69000,1995-08-04
248000,2004-10-01
445000,2016-01-22
246000,2005-11-11
168000,2003-01-10
67500,1997-01-31
88000,1998-05-15
410000,2019-08-19
186000,2004-03-10
66000,1996-10-18
330000,2018-06-20
150000,2016-04-14
167000,2003-08-15
119995,2000-08-11
121000,2001-02-12
95000,2000-06-30
199800,2018-07-27
370000,2018-07-27
372000,2016-03-24
122000,2000-10-25
81750,1998-10-12
421000,2022-04-25
113000,2000-02-04
79000,1998-04-08
185000,2004-11-11
86000,1998-10-30
310000,2016-09-23
102000,2000-07-26
169995,2002-12-12
180000,2007-06-07
128000,2001-08-31
215000,2006-05-25
136500,2001-11-12
395000,2020-03-30
335000,2015-09-18
235000,2009-12-18
118000,2000-04-12
198000,2011-03-04
139000,2000-07-26
81500,1995-02-15
440000,2022-03-21
416000,2021-08-09
285000,2014-08-15
352500,2016-10-18
232000,2007-02-27
172000,2004-10-22
230000,2006-03-06
126500,2001-03-16
85000,1998-07-14
375000,2016-05-31
375000,2018-08-16
305000,2014-08-22
180000,2011-05-06
343500,2016-09-30
200000,2009-07-31
400000,2019-01-17
450000,2018-09-14
390000,2019-07-31
237000,2004-10-14
513000,2021-03-19
462500,2016-04-08
250000,2005-11-08
77700,1995-03-27
205000,2004-10-29
210000,2008-12-05
137000,2002-01-25
250000,2007-08-08
117500,2000-12-01
180000,2005-10-25
200000,2007-10-19
130000,2001-05-04
76500,1995-10-06
600000,2023-04-17
370000,2015-05-20
250000,2012-05-11
85000,1998-12-23
340000,2019-08-16
425000,2017-04-21
455000,2021-06-04
229500,2004-06-16
235000,2005-06-03
165000,2002-01-25
66000,1997-01-17
220000,2005-02-25
78000,1998-06-08
460000,2022-03-07
270000,2011-09-30
105000,1999-07-12
84500,1995-12-08
340000,2015-07-28
365000,2015-05-22
264000,2007-09-21
228000,2009-07-08
157000,2001-11-30
73000,1996-05-24
476000,2022-08-09
245000,2009-06-12
118000,2000-05-24
217000,2003-09-19
317000,2010-12-07
200000,2009-07-06
248000,2010-03-19
365000,2018-03-07
475000,2018-10-10
405000,2015-03-06
250000,2011-11-24
147000,2001-07-16
242500,2010-02-26
410000,2018-03-09
370000,2019-08-08
247000,2012-02-28
384000,2015-10-14
204500,2003-07-24
385000,2018-08-01
360000,2018-06-05
208000,2006-02-16
156000,2002-05-30
117500,2001-02-28
60000,1997-04-18
408500,2021-11-22
83500,1998-12-18
230000,2006-12-14
150000,2006-09-29
240000,2007-12-05
169000,2003-03-14
75000,1998-08-27
445000,2022-03-03
245000,2013-09-23
178000,2003-07-24
400000,2018-09-11
443000,2021-09-24
247500,2010-10-29
90000,1999-08-13
390000,2021-04-30
405000,2016-01-13
273000,2015-04-03
400000,2014-07-15
300000,2015-05-15
260000,2013-10-14
500000,2022-12-07
377500,2017-06-27
198995,2003-10-23
119995,2000-04-20
230000,2012-05-11
200000,2006-06-22
55000,1999-05-28
412500,2016-05-06
156000,2001-11-30
109995,2000-03-09
387500,2020-03-12
230000,2011-09-07
452500,2018-07-30
217000,2004-11-25
245000,2009-10-16
220000,2006-08-30
72500,1996-12-02
435000,2019-08-13
420000,2020-06-19
88000,1997-08-07
416500,2019-03-11
240000,2014-01-29
475000,2018-10-31
237000,2004-10-26
180000,2003-05-01
347000,2014-09-12
152500,2001-09-24
360000,2014-08-08
205000,2005-09-16
438000,2016-07-01
240000,2004-08-05
100000,1998-06-05
80000,1997-10-31
247995,2006-02-24
109000,1998-12-23
330000,2014-06-02
415000,2017-08-17
78750,1997-07-03
437000,2017-10-17
274995,2010-04-07
221500,2006-07-04
421500,2017-07-21
124000,2000-04-14
245000,2009-09-24
167000,2001-08-17
560000,2022-09-27
82500,1996-11-29
409000,2018-05-25
238000,2012-01-06
245000,2004-06-23
165000,2002-04-04
89000,1997-07-31
230000,2009-08-13
233000,2005-01-28
407000,2017-11-27
435000,2017-10-30
300000,2013-11-01
264000,2007-08-02
331000,2014-10-29
250000,2008-06-27
250000,2007-10-15
235000,2006-11-10
173000,2003-04-25
108000,1999-02-05
78000,1997-01-03
400000,2020-06-22
205000,2004-09-14
165000,2002-09-27
383500,2017-12-11
250000,2012-01-09
250000,2007-10-31
370000,2023-05-26
410000,2021-04-16
400000,2021-01-15
365000,2016-01-22
400000,2020-10-08
184000,2002-09-27
94950,1998-01-30
380000,2021-11-17
194000,2004-02-20
95000,1998-06-29
415000,2018-05-18
307000,2014-06-06
400000,2019-09-24
320000,2014-09-25
250000,2007-05-31
183000,2002-12-13
72500,1995-01-27
209000,2006-06-22
72000,1996-10-01
420000,2017-08-15
295000,2014-09-30
250000,2008-10-31
417500,2021-05-07
314000,2014-07-25
236000,2009-09-04
234950,2004-07-30
140000,2001-07-16
85000,1998-05-15
250000,2008-01-17
250000,2005-04-29
182500,2002-03-22
109950,1997-10-03
205000,2004-05-14
84500,1996-12-02
395000,2019-08-12
206000,2004-04-22
134500,2001-01-05
72000,1996-09-20
310000,2014-11-21
347000,2019-10-04
352000,2018-08-13
230000,2013-05-22
205000,2008-07-07
114995,1999-12-06
87500,1998-02-27
300000,2014-10-23
160000,2002-12-09
87000,2002-03-07
255000,2018-10-23
299995,2014-02-14
100000,1999-09-13
248000,2005-12-16
265000,2014-03-10
418000,2020-07-01
246500,2015-03-04
190000,2013-10-23
164000,2003-01-23
81500,1999-09-03
62000,1996-11-29
220000,2005-08-17
235000,2004-09-07
107000,2000-09-08
158000,2002-02-04
64000,1996-11-07
225000,2013-05-10
146000,2001-12-06
351000,2021-04-09
195000,2005-06-24
77000,2002-08-29
210000,2007-01-25
176000,2003-07-18
134995,2001-11-01
335000,2017-01-17
136000,2002-02-28
380000,2022-03-28
163000,2004-01-16
235000,2008-03-28
193000,2005-09-30
244000,2014-05-09
350000,2017-08-17
125500,2001-10-16
249995,2006-12-20
190000,2003-07-18
325000,2015-01-12
165000,2002-07-29
250000,2008-02-08
600000,2022-07-29
114000,2001-06-29
245000,2014-09-01
357000,2021-08-04
320000,2017-09-15
82950,1999-04-30
172500,2004-06-23
164000,2004-03-23
114995,2001-05-17
64000,1997-02-25
378000,2019-06-24
185000,2006-07-06
162995,2002-09-16
113000,2000-10-20
66995,1997-02-28
60000,1996-11-29
314000,2021-04-16
190000,2004-09-15
200000,2007-05-09
185000,2010-06-07
178000,2006-05-26
150000,2002-10-14
346000,2017-09-29
185000,2010-01-14
265000,2015-03-26
69995,1997-07-04
163500,2004-05-28
59995,1996-11-29
173000,2006-02-28
177000,2006-06-09
365000,2019-03-29
63500,1997-07-04
295000,2015-08-28
160000,2003-09-30
116000,2001-06-19
85000,1999-07-08
202500,2007-01-05
78000,1998-12-14
132500,2002-06-26
298000,2019-07-30
250000,2014-05-02
114995,2001-06-18
78000,1998-06-02
182500,2006-03-30
65000,1997-01-24
245000,2013-11-17
190000,2006-10-05
91000,1999-12-17
392500,2022-08-16
270000,2015-01-16
225000,2007-08-31
158000,2002-10-11
110000,2001-04-30
322000,2018-07-16
215000,2007-09-17
208000,2012-05-11
208000,2007-10-22
157500,2003-05-02
325000,2016-12-21
248000,2015-02-27
340000,2021-04-06
312000,2018-07-27
202000,2008-11-21
169995,2003-08-21
87000,1999-09-24
220000,2008-03-28
177000,2005-10-18
160000,2004-06-07
91500,1999-10-27
60000,1997-03-26
182000,2006-06-02
59000,1995-05-25
150000,2007-01-26
205000,2006-08-31
165000,2005-12-16
63000,1995-08-11
187000,2006-05-31
213000,2007-04-17
192000,2004-08-25
158000,2003-08-04
295000,2019-12-09
189995,2004-09-16
112500,2001-08-10
74500,1998-02-18
322500,2021-05-26
195000,2012-03-23
142500,2002-05-30
113000,2000-11-23
63000,1995-09-15
272000,2015-03-31
225000,2013-03-18
213500,2007-08-28
64500,1996-06-20
332500,2017-10-30
67000,1997-08-28
179000,2009-07-10
157000,2003-08-15
67500,1997-07-28
380000,2022-11-01
250000,2014-04-30
77300,1998-09-30
282500,2016-02-26
59995,1995-07-31
183000,2012-01-31
165000,2003-08-26
249995,2014-05-15
202500,2012-05-25
186000,2005-12-09
169995,2003-12-09
194000,2007-03-23
300000,2019-09-30
200000,2006-11-30
180000,2005-06-02
123000,2002-01-25
123500,2002-03-15
69000,1997-07-31
332500,2018-05-18
305000,2016-07-06
155000,2003-10-30
325000,2016-09-21
180000,2008-11-21
78000,1999-07-30
320000,2018-05-08
250000,2014-07-03
68995,1997-06-27
192000,2004-08-12
142000,2002-09-16
60000,1995-07-07
212000,2007-08-24
185000,2006-01-27
60000,1995-10-13
155500,2003-11-21
320000,2016-10-06
200000,2012-03-23
170000,2004-05-10
124995,2001-08-31
99900,2000-09-22
300000,2019-09-20
164995,2002-12-20
88500,1999-09-17
350000,2021-06-30
60000,1995-03-31
192000,2006-08-14
232000,2006-08-14
213000,2005-03-30
128500,2001-04-27
360000,2016-03-31
162500,2014-02-21
345000,2021-02-12
265000,2014-07-28
197000,2006-07-10
101000,2000-05-24
67000,1997-10-17
60000,1997-08-14
202500,2013-01-03
182500,2006-03-20
66500,1996-12-20
298000,2020-03-12
265000,2014-05-23
217000,2012-05-21
210000,2008-08-22
192000,2005-01-10
122000,2001-10-08
161000,2003-01-17
110000,2001-03-09
60000,1995-09-21
185000,2009-12-21
260000,2015-03-19
82500,1999-06-24
60000,1995-07-10
265000,2019-03-29
192500,2006-06-16
160000,2003-11-11
348000,2023-09-22
173000,2005-11-25
317500,2020-03-06
187500,2010-08-11
325000,2016-07-29
175000,2009-06-17
60000,1996-04-10
257000,2015-02-16
206000,2007-09-28
250000,2014-02-28
198500,2004-08-20
111000,2000-09-25
87995,1999-12-14
63000,1996-07-12
78000,1998-01-16
63000,1996-07-31
84995,1999-06-25
76500,1998-01-28
182500,2011-06-30
218000,2010-01-22
162000,2004-01-16
